,country,year,life_expectancy
57,Czech Republic,1800,34.95
59,Denmark,1800,37.41
60,Djibouti,1800,29.9
62,Dominican Republic,1800,29.9
64,Ecuador,1800,32.9
65,Egypt,1800,33.0
66,El Salvador,1800,28.7
67,Equatorial Guinea,1800,29.8
68,Eritrea,1800,30.2
70,Estonia,1800,36.14
71,Ethiopia,1800,29.7
74,Fiji,1800,26.1
75,Finland,1800,36.57
76,France,1800,33.97
77,French Guiana,1800,30.5
78,French Polynesia,1800,25.6
79,Gabon,1800,30.6
80,Gambia,1800,28.8
81,Georgia,1800,31.87
82,Germany,1800,38.37
83,Ghana,1800,28.0
85,Greece,1800,36.6
86,Greenland,1800,33.87
87,Grenada,1800,31.4
88,Guadeloupe,1800,27.66
89,Guam,1800,27.5
90,Guatemala,1800,25.8
92,Guinea,1800,29.5
93,Guinea-Bissau,1800,32.0
94,Guyana,1800,31.12
95,Haiti,1800,29.0
97,Honduras,1800,33.9
98,"Hong Kong, China",1800,34.9
99,Hungary,1800,36.0
100,Iceland,1800,42.85
101,India,1800,25.44
102,Indonesia,1800,30.0
103,Iran,1800,25.6
104,Iraq,1800,31.2
105,Ireland,1800,38.3
107,Israel,1800,32.0
108,Italy,1800,29.69
109,Jamaica,1800,34.2
110,Japan,1800,36.4
112,Jordan,1800,31.7
113,Kazakhstan,1800,26.2
114,Kenya,1800,25.5
115,Kiribati,1800,24.9
116,North Korea,1800,26.0
117,South Korea,1800,25.8
120,Kuwait,1800,26.0
121,Kyrgyz Republic,1800,23.94
122,Lao,1800,31.9
123,Latvia,1800,33.0
124,Lebanon,1800,29.7
125,Lesotho,1800,32.8
126,Liberia,1800,31.1
127,Libya,1800,33.1
129,Lithuania,1800,28.9
130,Luxembourg,1800,36.9
131,"Macao, China",1800,34.7
132,"Macedonia, FYR",1800,36.1
133,Madagascar,1800,30.5
134,Malawi,1800,30.3
135,Malaysia,1800,30.6
136,Maldives,1800,32.65
137,Mali,1800,26.41
138,Malta,1800,28.7
140,Martinique,1800,30.15
141,Mauritania,1800,32.0
142,Mauritius,1800,28.7
143,Mayotte,1800,32.5
144,Mexico,1800,26.9
145,"Micronesia, Fed. Sts.",1800,26.7
146,Moldova,1800,33.15
148,Mongolia,1800,31.8
149,Montenegro,1800,35.4
151,Morocco,1800,33.1
152,Mozambique,1800,30.28
153,Myanmar,1800,30.8
154,Namibia,1800,32.4
156,Nepal,1800,32.8
157,Netherlands,1800,39.86
158,Netherlands Antilles,1800,34.41
159,New Caledonia,1800,26.0
160,New Zealand,1800,34.05
162,Nicaragua,1800,25.4
163,Niger,1800,30.8
164,Nigeria,1800,30.4
169,Norway,1800,37.92
170,Oman,1800,32.3
171,Pakistan,1800,25.8
173,Panama,1800,32.9
174,Papua New Guinea,1800,31.5
175,Paraguay,1800,35.5
176,Peru,1800,35.7
177,Philippines,1800,30.9
179,Poland,1800,35.9
180,Portugal,1800,35.6
181,Puerto Rico,1800,30.43
182,Qatar,1800,30.8
183,Reunion,1800,33.0
184,Romania,1800,35.7
185,Russia,1800,29.57
186,Rwanda,1800,31.8
190,St. Lucia,1800,28.01
192,St. Vincent and the Grenadines,1800,25.99
194,Samoa,1800,25.4
196,Sao Tome and Principe,1800,31.0
197,Saudi Arabia,1800,32.1
198,Senegal,1800,25.2
199,Serbia,1800,35.5
202,Seychelles,1800,37.0
203,Sierra Leone,1800,25.1
204,Singapore,1800,29.1
205,Slovak Republic,1800,36.4
206,Slovenia,1800,36.6
207,Solomon Islands,1800,25.1
208,Somalia,1800,29.4
210,South Africa,1800,33.5
212,Spain,1800,29.5
213,Sri Lanka,1800,32.6
214,Sudan,1800,31.4
215,Suriname,1800,32.9
217,Swaziland,1800,32.3
218,Sweden,1800,32.16
219,Switzerland,1800,38.0
220,Syria,1800,31.1
221,Taiwan,1800,28.3
222,Tajikistan,1800,24.24
223,Tanzania,1800,32.2
224,Thailand,1800,30.4
225,Timor-Leste,1800,28.95
226,Togo,1800,31.3
228,Tonga,1800,28.2
230,Trinidad and Tobago,1800,32.9
231,Tunisia,1800,28.8
232,Turkey,1800,35.0
233,Turkmenistan,1800,24.0
236,Uganda,1800,25.3
237,Ukraine,1800,36.6
238,United Arab Emirates,1800,30.7
239,United Kingdom,1800,38.65
240,United States,1800,39.41
241,Uruguay,1800,32.9
243,Uzbekistan,1800,26.93
245,Vanuatu,1800,24.3
246,Venezuela,1800,32.2
247,West Bank and Gaza,1800,32.1
249,Western Sahara,1800,34.75
250,Vietnam,1800,32.0
251,Virgin Islands (U.S.),1800,33.4
254,Yemen,1800,23.39
256,Zambia,1800,32.6
257,Zimbabwe,1800,33.7
259,South Sudan,1800,26.67
462,Afghanistan,1801,28.2
464,Albania,1801,35.4
465,Algeria,1801,28.82
468,Angola,1801,26.98
470,Antigua and Barbuda,1801,33.54
471,Argentina,1801,33.2
472,Armenia,1801,34.0
473,Aruba,1801,34.42
474,Australia,1801,34.05
475,Austria,1801,34.4
476,Azerbaijan,1801,29.17
477,Bahamas,1801,35.18
478,Bahrain,1801,30.3
479,Bangladesh,1801,25.5
480,Barbados,1801,32.12
481,Belarus,1801,36.2
482,Belgium,1801,40.01
483,Belize,1801,26.5
484,Benin,1801,31.0
486,Bhutan,1801,28.8
487,Bolivia,1801,33.0
488,Bosnia and Herzegovina,1801,35.1
489,Botswana,1801,33.6
490,Brazil,1801,32.0
492,Brunei,1801,29.2
493,Bulgaria,1801,35.84
494,Burkina Faso,1801,29.2
495,Burundi,1801,31.5
496,Cambodia,1801,35.0
497,Cameroon,1801,28.75
498,Canada,1801,39.0
499,Cape Verde,1801,33.8
501,Central African Republic,1801,30.0
502,Chad,1801,30.9
504,Chile,1801,32.0
505,China,1801,32.0
508,Colombia,1801,32.0
509,Comoros,1801,32.1
510,"Congo, Dem. Rep.",1801,31.6
511,"Congo, Rep.",1801,32.7
513,Costa Rica,1801,30.21
514,Cote d'Ivoire,1801,31.16
515,Croatia,1801,36.1
516,Cuba,1801,32.33
517,Cyprus,1801,38.5
518,Czech Republic,1801,34.95
520,Denmark,1801,38.51
521,Djibouti,1801,29.9
523,Dominican Republic,1801,29.9
525,Ecuador,1801,32.9
526,Egypt,1801,33.0
527,El Salvador,1801,28.7
528,Equatorial Guinea,1801,29.8
529,Eritrea,1801,30.2
531,Estonia,1801,35.7
532,Ethiopia,1801,29.7
535,Fiji,1801,26.1
536,Finland,1801,40.3
537,France,1801,36.37
538,French Guiana,1801,30.5
539,French Polynesia,1801,25.6
540,Gabon,1801,30.6
541,Gambia,1801,28.8
542,Georgia,1801,31.87
543,Germany,1801,38.37
544,Ghana,1801,28.0
546,Greece,1801,36.6
547,Greenland,1801,33.87
548,Grenada,1801,31.4
549,Guadeloupe,1801,27.66
550,Guam,1801,27.5
551,Guatemala,1801,25.8
553,Guinea,1801,29.51
554,Guinea-Bissau,1801,32.0
555,Guyana,1801,31.12
556,Haiti,1801,29.0
558,Honduras,1801,33.9
559,"Hong Kong, China",1801,34.9
560,Hungary,1801,36.0
561,Iceland,1801,33.88
562,India,1801,25.44
563,Indonesia,1801,30.0
564,Iran,1801,25.6
565,Iraq,1801,31.2
566,Ireland,1801,38.3
568,Israel,1801,32.0
569,Italy,1801,29.69
570,Jamaica,1801,34.2
571,Japan,1801,36.4
573,Jordan,1801,31.7
574,Kazakhstan,1801,26.2
575,Kenya,1801,25.5
576,Kiribati,1801,24.9
577,North Korea,1801,26.0
578,South Korea,1801,25.8
581,Kuwait,1801,26.0
582,Kyrgyz Republic,1801,23.94
583,Lao,1801,31.9
584,Latvia,1801,33.0
585,Lebanon,1801,29.7
586,Lesotho,1801,32.8
587,Liberia,1801,31.1
588,Libya,1801,33.1
590,Lithuania,1801,28.9
591,Luxembourg,1801,36.9
592,"Macao, China",1801,34.7
593,"Macedonia, FYR",1801,36.1
594,Madagascar,1801,30.5
595,Malawi,1801,30.3
596,Malaysia,1801,30.6
597,Maldives,1801,32.65
598,Mali,1801,26.41
599,Malta,1801,28.7
601,Martinique,1801,30.15
602,Mauritania,1801,32.0
603,Mauritius,1801,28.7
604,Mayotte,1801,32.5
605,Mexico,1801,26.9
606,"Micronesia, Fed. Sts.",1801,26.7
607,Moldova,1801,33.15
609,Mongolia,1801,31.8
610,Montenegro,1801,35.4
612,Morocco,1801,33.1
613,Mozambique,1801,30.28
614,Myanmar,1801,30.8
615,Namibia,1801,32.4
617,Nepal,1801,32.8
618,Netherlands,1801,39.86
619,Netherlands Antilles,1801,34.41
620,New Caledonia,1801,26.0
621,New Zealand,1801,34.05
623,Nicaragua,1801,25.4
624,Niger,1801,30.8
625,Nigeria,1801,30.4
630,Norway,1801,35.82
631,Oman,1801,32.3
632,Pakistan,1801,25.8
634,Panama,1801,32.9
635,Papua New Guinea,1801,31.5
636,Paraguay,1801,35.5
637,Peru,1801,35.7
638,Philippines,1801,30.9
640,Poland,1801,35.9
641,Portugal,1801,35.6
642,Puerto Rico,1801,30.43
643,Qatar,1801,30.8
644,Reunion,1801,33.0
645,Romania,1801,35.7
646,Russia,1801,29.57
647,Rwanda,1801,25.0
651,St. Lucia,1801,28.01
653,St. Vincent and the Grenadines,1801,25.99
655,Samoa,1801,25.4
657,Sao Tome and Principe,1801,31.0
658,Saudi Arabia,1801,32.1
659,Senegal,1801,25.2
660,Serbia,1801,35.5
663,Seychelles,1801,37.0
664,Sierra Leone,1801,25.1
665,Singapore,1801,29.1
666,Slovak Republic,1801,36.4
667,Slovenia,1801,36.6
668,Solomon Islands,1801,25.1
669,Somalia,1801,29.4
671,South Africa,1801,33.5
673,Spain,1801,29.5
674,Sri Lanka,1801,32.6
675,Sudan,1801,31.4
676,Suriname,1801,32.9
678,Swaziland,1801,32.3
679,Sweden,1801,36.9
680,Switzerland,1801,38.0
681,Syria,1801,31.1
682,Taiwan,1801,28.3
683,Tajikistan,1801,24.24
684,Tanzania,1801,32.2
685,Thailand,1801,30.4
686,Timor-Leste,1801,28.95
687,Togo,1801,31.3
689,Tonga,1801,28.2
691,Trinidad and Tobago,1801,32.9
692,Tunisia,1801,28.8
693,Turkey,1801,35.0
694,Turkmenistan,1801,24.0
697,Uganda,1801,25.3
698,Ukraine,1801,36.6
699,United Arab Emirates,1801,30.7
700,United Kingdom,1801,37.35
701,United States,1801,39.41
702,Uruguay,1801,32.9
704,Uzbekistan,1801,26.93
706,Vanuatu,1801,24.3
707,Venezuela,1801,32.2
708,West Bank and Gaza,1801,32.1
710,Western Sahara,1801,34.75
711,Vietnam,1801,32.0
712,Virgin Islands (U.S.),1801,33.4
715,Yemen,1801,23.39
717,Zambia,1801,32.6
718,Zimbabwe,1801,33.7
720,South Sudan,1801,26.67
923,Afghanistan,1802,28.19
925,Albania,1802,35.4
926,Algeria,1802,28.82
929,Angola,1802,26.98
931,Antigua and Barbuda,1802,33.54
932,Argentina,1802,33.2
933,Armenia,1802,34.0
934,Aruba,1802,34.42
935,Australia,1802,34.05
936,Austria,1802,34.4
937,Azerbaijan,1802,29.17
938,Bahamas,1802,35.18
939,Bahrain,1802,30.3
940,Bangladesh,1802,25.5
941,Barbados,1802,32.12
942,Belarus,1802,36.2
943,Belgium,1802,40.02
944,Belize,1802,26.5
945,Benin,1802,31.0
947,Bhutan,1802,28.8
948,Bolivia,1802,33.0
949,Bosnia and Herzegovina,1802,35.1
950,Botswana,1802,33.6
951,Brazil,1802,32.0
953,Brunei,1802,29.2
954,Bulgaria,1802,35.89
955,Burkina Faso,1802,29.2
956,Burundi,1802,31.5
957,Cambodia,1802,35.0
958,Cameroon,1802,28.75
959,Canada,1802,39.0
960,Cape Verde,1802,33.8
962,Central African Republic,1802,30.0
963,Chad,1802,30.9
965,Chile,1802,32.0
966,China,1802,32.0
969,Colombia,1802,32.0
970,Comoros,1802,32.1
971,"Congo, Dem. Rep.",1802,31.6
972,"Congo, Rep.",1802,32.7
974,Costa Rica,1802,30.21
975,Cote d'Ivoire,1802,31.16
976,Croatia,1802,36.1
977,Cuba,1802,32.45
978,Cyprus,1802,38.5
979,Czech Republic,1802,34.95
981,Denmark,1802,44.37
982,Djibouti,1802,29.9
984,Dominican Republic,1802,29.9
986,Ecuador,1802,32.9
987,Egypt,1802,33.0
988,El Salvador,1802,28.7
989,Equatorial Guinea,1802,29.8
990,Eritrea,1802,30.2
992,Estonia,1802,35.26
993,Ethiopia,1802,29.7
996,Fiji,1802,26.1
997,Finland,1802,39.2
998,France,1802,34.38
999,French Guiana,1802,30.5
1000,French Polynesia,1802,25.6
1001,Gabon,1802,30.6
1002,Gambia,1802,28.8
1003,Georgia,1802,31.87
1004,Germany,1802,38.37
1005,Ghana,1802,28.0
1007,Greece,1802,36.6
1008,Greenland,1802,33.87
1009,Grenada,1802,31.4
1010,Guadeloupe,1802,27.66
1011,Guam,1802,27.5
1012,Guatemala,1802,25.8
1014,Guinea,1802,29.52
1015,Guinea-Bissau,1802,32.0
1016,Guyana,1802,31.12
1017,Haiti,1802,29.0
1019,Honduras,1802,33.9
1020,"Hong Kong, China",1802,34.9
1021,Hungary,1802,36.0
1022,Iceland,1802,27.62
1023,India,1802,25.0
1024,Indonesia,1802,30.0
1025,Iran,1802,25.6
1026,Iraq,1802,31.2
1027,Ireland,1802,38.3
1029,Israel,1802,32.0
1030,Italy,1802,29.69
1031,Jamaica,1802,34.2
1032,Japan,1802,36.4
1034,Jordan,1802,31.7
1035,Kazakhstan,1802,26.2
1036,Kenya,1802,25.5
1037,Kiribati,1802,24.9
1038,North Korea,1802,26.0
1039,South Korea,1802,25.8
1042,Kuwait,1802,26.0
1043,Kyrgyz Republic,1802,23.94
1044,Lao,1802,31.9
1045,Latvia,1802,33.0
1046,Lebanon,1802,29.7
1047,Lesotho,1802,32.8
1048,Liberia,1802,31.1
1049,Libya,1802,33.1
1051,Lithuania,1802,28.9
1052,Luxembourg,1802,36.9
1053,"Macao, China",1802,34.7
1054,"Macedonia, FYR",1802,36.1
1055,Madagascar,1802,30.5
1056,Malawi,1802,30.3
1057,Malaysia,1802,30.6
1058,Maldives,1802,32.65
1059,Mali,1802,26.41
1060,Malta,1802,28.7
1062,Martinique,1802,30.15
1063,Mauritania,1802,32.0
1064,Mauritius,1802,28.7
1065,Mayotte,1802,32.5
1066,Mexico,1802,26.9
1067,"Micronesia, Fed. Sts.",1802,26.7
1068,Moldova,1802,33.15
1070,Mongolia,1802,31.8
1071,Montenegro,1802,35.4
1073,Morocco,1802,33.1
1074,Mozambique,1802,30.28
1075,Myanmar,1802,30.8
1076,Namibia,1802,32.4
1078,Nepal,1802,32.8
1079,Netherlands,1802,39.86
1080,Netherlands Antilles,1802,34.41
1081,New Caledonia,1802,26.0
1082,New Zealand,1802,34.05
1084,Nicaragua,1802,25.4
1085,Niger,1802,30.8
1086,Nigeria,1802,30.4
1091,Norway,1802,38.37
1092,Oman,1802,32.3
1093,Pakistan,1802,25.8
1095,Panama,1802,32.9
1096,Papua New Guinea,1802,31.5
1097,Paraguay,1802,35.5
1098,Peru,1802,35.7
1099,Philippines,1802,30.9
1101,Poland,1802,35.9
1102,Portugal,1802,35.6
1103,Puerto Rico,1802,30.43
1104,Qatar,1802,30.8
1105,Reunion,1802,33.0
1106,Romania,1802,35.7
1107,Russia,1802,29.57
1108,Rwanda,1802,25.0
1112,St. Lucia,1802,28.01
1114,St. Vincent and the Grenadines,1802,25.99
1116,Samoa,1802,25.4
1118,Sao Tome and Principe,1802,31.0
1119,Saudi Arabia,1802,32.1
1120,Senegal,1802,25.2
1121,Serbia,1802,35.5
1124,Seychelles,1802,37.0
1125,Sierra Leone,1802,25.1
1126,Singapore,1802,29.1
1127,Slovak Republic,1802,36.4
1128,Slovenia,1802,36.6
1129,Solomon Islands,1802,25.1
1130,Somalia,1802,29.4
1132,South Africa,1802,33.5
1134,Spain,1802,29.5
1135,Sri Lanka,1802,32.6
1136,Sudan,1802,31.4
1137,Suriname,1802,32.9
1139,Swaziland,1802,32.3
1140,Sweden,1802,40.2
1141,Switzerland,1802,38.0
1142,Syria,1802,31.1
1143,Taiwan,1802,28.3
1144,Tajikistan,1802,24.24
1145,Tanzania,1802,32.2
1146,Thailand,1802,30.4
1147,Timor-Leste,1802,28.95
1148,Togo,1802,31.3
1150,Tonga,1802,28.2
1152,Trinidad and Tobago,1802,32.9
1153,Tunisia,1802,28.8
1154,Turkey,1802,35.0
1155,Turkmenistan,1802,24.0
1158,Uganda,1802,25.3
1159,Ukraine,1802,36.6
1160,United Arab Emirates,1802,30.7
1161,United Kingdom,1802,38.62
1162,United States,1802,39.41
1163,Uruguay,1802,32.9
1165,Uzbekistan,1802,26.93
1167,Vanuatu,1802,24.3
1168,Venezuela,1802,32.2
1169,West Bank and Gaza,1802,32.1
1171,Western Sahara,1802,34.75
1172,Vietnam,1802,32.0
1173,Virgin Islands (U.S.),1802,33.4
1176,Yemen,1802,23.39
1178,Zambia,1802,32.6
1179,Zimbabwe,1802,33.7
1181,South Sudan,1802,26.67
1384,Afghanistan,1803,28.18
1386,Albania,1803,35.4
1387,Algeria,1803,28.82
1390,Angola,1803,26.98
1392,Antigua and Barbuda,1803,33.54
1393,Argentina,1803,33.2
1394,Armenia,1803,34.0
1395,Aruba,1803,34.42
1396,Australia,1803,34.05
1397,Austria,1803,34.4
1398,Azerbaijan,1803,29.17
1399,Bahamas,1803,35.18
1400,Bahrain,1803,30.3
1401,Bangladesh,1803,25.5
1402,Barbados,1803,32.12
1403,Belarus,1803,36.2
1404,Belgium,1803,40.02
1405,Belize,1803,26.5
1406,Benin,1803,31.0
1408,Bhutan,1803,28.8
1409,Bolivia,1803,33.0
1410,Bosnia and Herzegovina,1803,35.1
1411,Botswana,1803,33.6
1412,Brazil,1803,32.0
1414,Brunei,1803,29.2
1415,Bulgaria,1803,35.93
1416,Burkina Faso,1803,29.2
1417,Burundi,1803,31.5
1418,Cambodia,1803,35.0
1419,Cameroon,1803,28.75
1420,Canada,1803,39.0
1421,Cape Verde,1803,33.8
1423,Central African Republic,1803,30.0
1424,Chad,1803,30.9
1426,Chile,1803,32.0
1427,China,1803,32.0
1430,Colombia,1803,32.0
1431,Comoros,1803,32.1
1432,"Congo, Dem. Rep.",1803,31.6
1433,"Congo, Rep.",1803,32.7
1435,Costa Rica,1803,30.21
1436,Cote d'Ivoire,1803,31.16
1437,Croatia,1803,36.1
1438,Cuba,1803,32.58
1439,Cyprus,1803,38.5
1440,Czech Republic,1803,34.95
1442,Denmark,1803,44.84
1443,Djibouti,1803,29.9
1445,Dominican Republic,1803,29.9
1447,Ecuador,1803,32.9
1448,Egypt,1803,33.0
1449,El Salvador,1803,28.7
1450,Equatorial Guinea,1803,29.8
1451,Eritrea,1803,30.2
1453,Estonia,1803,34.82
1454,Ethiopia,1803,29.7
1457,Fiji,1803,26.1
1458,Finland,1803,28.53
1459,France,1803,30.64
1460,French Guiana,1803,30.5
1461,French Polynesia,1803,25.6
1462,Gabon,1803,30.6
1463,Gambia,1803,28.8
1464,Georgia,1803,31.87
1465,Germany,1803,38.37
1466,Ghana,1803,28.0
1468,Greece,1803,36.6
1469,Greenland,1803,33.87
1470,Grenada,1803,31.4
1471,Guadeloupe,1803,27.66
1472,Guam,1803,27.5
1473,Guatemala,1803,25.8
1475,Guinea,1803,29.53
1476,Guinea-Bissau,1803,32.0
1477,Guyana,1803,31.12
1478,Haiti,1803,29.0
1480,Honduras,1803,33.9
1481,"Hong Kong, China",1803,34.9
1482,Hungary,1803,36.0
1483,Iceland,1803,19.6
1484,India,1803,24.0
1485,Indonesia,1803,30.0
1486,Iran,1803,25.6
1487,Iraq,1803,31.2
1488,Ireland,1803,38.3
1490,Israel,1803,32.0
1491,Italy,1803,29.69
1492,Jamaica,1803,34.2
1493,Japan,1803,36.4
1495,Jordan,1803,31.7
1496,Kazakhstan,1803,26.2
1497,Kenya,1803,25.5
1498,Kiribati,1803,24.9
1499,North Korea,1803,26.0
1500,South Korea,1803,25.8
1503,Kuwait,1803,26.0
1504,Kyrgyz Republic,1803,23.94
1505,Lao,1803,31.9
1506,Latvia,1803,33.0
1507,Lebanon,1803,29.7
1508,Lesotho,1803,32.8
1509,Liberia,1803,31.1
1510,Libya,1803,33.1
1512,Lithuania,1803,28.9
1513,Luxembourg,1803,36.9
1514,"Macao, China",1803,34.7
1515,"Macedonia, FYR",1803,36.1
1516,Madagascar,1803,30.5
1517,Malawi,1803,30.3
1518,Malaysia,1803,30.6
1519,Maldives,1803,32.65
1520,Mali,1803,26.41
1521,Malta,1803,28.7
1523,Martinique,1803,30.15
1524,Mauritania,1803,32.0
1525,Mauritius,1803,28.7
1526,Mayotte,1803,32.5
1527,Mexico,1803,26.9
1528,"Micronesia, Fed. Sts.",1803,26.7
1529,Moldova,1803,33.15
1531,Mongolia,1803,31.8
1532,Montenegro,1803,35.4
1534,Morocco,1803,33.1
1535,Mozambique,1803,30.28
1536,Myanmar,1803,30.8
1537,Namibia,1803,32.4
1539,Nepal,1803,32.8
1540,Netherlands,1803,39.86
1541,Netherlands Antilles,1803,34.41
1542,New Caledonia,1803,26.0
1543,New Zealand,1803,34.05
1545,Nicaragua,1803,25.4
1546,Niger,1803,30.8
1547,Nigeria,1803,30.4
1552,Norway,1803,38.72
1553,Oman,1803,32.3
1554,Pakistan,1803,25.8
1556,Panama,1803,32.9
1557,Papua New Guinea,1803,31.5
1558,Paraguay,1803,35.5
1559,Peru,1803,35.7
1560,Philippines,1803,30.9
1562,Poland,1803,35.9
1563,Portugal,1803,35.6
1564,Puerto Rico,1803,30.43
1565,Qatar,1803,30.8
1566,Reunion,1803,33.0
1567,Romania,1803,35.7
1568,Russia,1803,29.57
1569,Rwanda,1803,31.8
1573,St. Lucia,1803,28.01
1575,St. Vincent and the Grenadines,1803,25.99
1577,Samoa,1803,25.4
1579,Sao Tome and Principe,1803,31.0
1580,Saudi Arabia,1803,32.1
1581,Senegal,1803,25.2
1582,Serbia,1803,35.5
1585,Seychelles,1803,37.0
1586,Sierra Leone,1803,25.1
1587,Singapore,1803,29.1
1588,Slovak Republic,1803,36.4
1589,Slovenia,1803,36.6
1590,Solomon Islands,1803,25.1
1591,Somalia,1803,29.4
1593,South Africa,1803,33.5
1595,Spain,1803,29.5
1596,Sri Lanka,1803,32.6
1597,Sudan,1803,31.4
1598,Suriname,1803,32.9
1600,Swaziland,1803,32.3
1601,Sweden,1803,40.28
1602,Switzerland,1803,38.0
1603,Syria,1803,31.1
1604,Taiwan,1803,28.3
1605,Tajikistan,1803,24.24
1606,Tanzania,1803,32.2
1607,Thailand,1803,30.4
1608,Timor-Leste,1803,28.95
1609,Togo,1803,31.3
1611,Tonga,1803,28.2
1613,Trinidad and Tobago,1803,32.9
1614,Tunisia,1803,28.8
1615,Turkey,1803,35.0
1616,Turkmenistan,1803,24.0
1619,Uganda,1803,25.3
1620,Ukraine,1803,36.6
1621,United Arab Emirates,1803,30.7
1622,United Kingdom,1803,37.32
1623,United States,1803,39.41
1624,Uruguay,1803,32.9
1626,Uzbekistan,1803,26.93
1628,Vanuatu,1803,24.3
1629,Venezuela,1803,32.2
1630,West Bank and Gaza,1803,32.1
1632,Western Sahara,1803,34.75
1633,Vietnam,1803,32.0
1634,Virgin Islands (U.S.),1803,33.4
1637,Yemen,1803,23.39
1639,Zambia,1803,32.6
1640,Zimbabwe,1803,33.7
1642,South Sudan,1803,26.67
1845,Afghanistan,1804,28.17
1847,Albania,1804,35.4
1848,Algeria,1804,28.82
1851,Angola,1804,26.98
1853,Antigua and Barbuda,1804,33.54
1854,Argentina,1804,33.2
1855,Armenia,1804,34.0
1856,Aruba,1804,34.42
1857,Australia,1804,34.05
1858,Austria,1804,34.4
1859,Azerbaijan,1804,29.17
1860,Bahamas,1804,35.18
1861,Bahrain,1804,30.3
1862,Bangladesh,1804,25.5
1863,Barbados,1804,32.12
1864,Belarus,1804,36.2
1865,Belgium,1804,40.03
1866,Belize,1804,26.5
1867,Benin,1804,31.0
1869,Bhutan,1804,28.8
1870,Bolivia,1804,33.0
1871,Bosnia and Herzegovina,1804,35.1
1872,Botswana,1804,33.6
1873,Brazil,1804,32.0
1875,Brunei,1804,29.2
1876,Bulgaria,1804,35.98
1877,Burkina Faso,1804,29.2
1878,Burundi,1804,31.5
1879,Cambodia,1804,35.0
1880,Cameroon,1804,28.75
1881,Canada,1804,39.01
1882,Cape Verde,1804,33.8
1884,Central African Republic,1804,30.0
1885,Chad,1804,30.9
1887,Chile,1804,32.0
1888,China,1804,32.0
1891,Colombia,1804,32.0
1892,Comoros,1804,32.1
1893,"Congo, Dem. Rep.",1804,31.6
1894,"Congo, Rep.",1804,32.7
1896,Costa Rica,1804,30.21
1897,Cote d'Ivoire,1804,31.16
1898,Croatia,1804,36.1
1899,Cuba,1804,32.7
1900,Cyprus,1804,38.5
1901,Czech Republic,1804,34.95
1903,Denmark,1804,42.83
1904,Djibouti,1804,29.9
1906,Dominican Republic,1804,29.9
1908,Ecuador,1804,32.9
1909,Egypt,1804,33.0
1910,El Salvador,1804,28.7
1911,Equatorial Guinea,1804,29.8
1912,Eritrea,1804,30.2
1914,Estonia,1804,34.37
1915,Ethiopia,1804,29.7
1918,Fiji,1804,26.1
1919,Finland,1804,35.91
1920,France,1804,29.38
1921,French Guiana,1804,30.5
1922,French Polynesia,1804,25.6
1923,Gabon,1804,30.6
1924,Gambia,1804,28.8
1925,Georgia,1804,31.87
1926,Germany,1804,38.37
1927,Ghana,1804,28.0
1929,Greece,1804,36.6
1930,Greenland,1804,33.87
1931,Grenada,1804,31.4
1932,Guadeloupe,1804,27.66
1933,Guam,1804,27.5
1934,Guatemala,1804,25.8
1936,Guinea,1804,29.54
1937,Guinea-Bissau,1804,32.0
1938,Guyana,1804,31.12
1939,Haiti,1804,29.0
1941,Honduras,1804,33.9
1942,"Hong Kong, China",1804,34.9
1943,Hungary,1804,36.0
1944,Iceland,1804,24.76
1945,India,1804,23.5
1946,Indonesia,1804,30.0
1947,Iran,1804,25.6
1948,Iraq,1804,31.2
1949,Ireland,1804,38.3
1951,Israel,1804,32.0
1952,Italy,1804,29.69
1953,Jamaica,1804,34.2
1954,Japan,1804,36.4
1956,Jordan,1804,31.7
1957,Kazakhstan,1804,26.2
1958,Kenya,1804,25.5
1959,Kiribati,1804,24.9
1960,North Korea,1804,26.0
1961,South Korea,1804,25.8
1964,Kuwait,1804,26.0
1965,Kyrgyz Republic,1804,23.94
1966,Lao,1804,31.9
1967,Latvia,1804,33.0
1968,Lebanon,1804,29.7
1969,Lesotho,1804,32.8
1970,Liberia,1804,31.1
1971,Libya,1804,33.1
1973,Lithuania,1804,28.9
1974,Luxembourg,1804,36.9
1975,"Macao, China",1804,34.7
1976,"Macedonia, FYR",1804,36.1
1977,Madagascar,1804,30.5
1978,Malawi,1804,30.3
1979,Malaysia,1804,30.6
1980,Maldives,1804,32.65
1981,Mali,1804,26.41
1982,Malta,1804,28.7
1984,Martinique,1804,30.15
1985,Mauritania,1804,32.0
1986,Mauritius,1804,28.7
1987,Mayotte,1804,32.5
1988,Mexico,1804,26.9
1989,"Micronesia, Fed. Sts.",1804,26.7
1990,Moldova,1804,33.15
1992,Mongolia,1804,31.8
1993,Montenegro,1804,35.4
1995,Morocco,1804,33.1
1996,Mozambique,1804,30.28
1997,Myanmar,1804,30.8
1998,Namibia,1804,32.4
2000,Nepal,1804,32.8
2001,Netherlands,1804,39.86
2002,Netherlands Antilles,1804,34.41
2003,New Caledonia,1804,26.0
2004,New Zealand,1804,34.05
2006,Nicaragua,1804,25.4
2007,Niger,1804,30.8
2008,Nigeria,1804,30.4
2013,Norway,1804,40.52
2014,Oman,1804,32.3
2015,Pakistan,1804,25.8
2017,Panama,1804,32.9
2018,Papua New Guinea,1804,31.5
2019,Paraguay,1804,35.5
2020,Peru,1804,35.7
